"x","y"
-5.00023864960179,-3.3640408516347
-4.88428560861158,-3.3640408516347
-4.76833256762138,-3.3640408516347
-4.65237952663117,-3.36435853074748
-4.53642648564097,-3.3646593913528
-4.42047344465076,-3.36491170417754
-4.30452040366056,-3.36530856989681
-4.18856736267035,-3.3661576109426
-4.07261432168015,-3.36599833367754
-3.95666128068995,-3.36550590061074
-3.84070823969974,-3.36525683154156
-3.72475519870954,-3.3647829138969
-3.60880215771933,-3.36595601229166
-3.49284911672913,-3.36630879677541
-3.37689607573892,-3.36629684942468
-3.26094303474872,-3.36466210130942
-3.14498999375851,-3.36474012944264
-3.02903695276831,-3.36658851233999
-2.9130839117781,-3.3694052415221
-2.7971308707879,-3.36840346789863
-2.68117782979769,-3.38395056691723
-2.56522478880749,-3.39269185649971
-2.44927174781729,-3.39657035151941
-2.33331870682708,-3.39752359889655
-2.21736566583688,-3.38991942214044
-2.10141262484667,-3.38015334742732
-1.98545958385647,-3.38435417766039
-1.86950654286626,-3.3771582308536
-1.75355350187606,-3.37723030263495
-1.63760046088585,-3.3427961755735
-1.52164741989565,-3.32211943604448
-1.40569437890544,-3.29733295273648
-1.28974133791524,-3.27910143223991
-1.17378829692504,-3.20827827146511
-1.05783525593483,-3.18804151256254
-0.941882214944626,-3.13943581386828
-0.825929173954422,-3.08687748389846
-0.709976132964218,-3.06743090106016
-0.594023091974012,-3.0528459310445
-0.478070050983808,-3.05703221637601
-0.362117009993604,-3.07309350347345
-0.246163969003399,-3.10777986849368
-0.130210928013194,-3.15225610423683
-0.0142578870229899,-3.17396122208884
0.101695153967214,-3.21858880929704
0.21764819495742,-3.2604773244998
0.333601235947624,-3.25997713262804
0.449554276937828,-3.26166675682747
0.565507317928033,-3.25166839147057
0.681460358918238,-3.25157851398433
0.797413399908442,-3.25157939594707
