"x","y"
-3.67406363487244,-4.78565232987899
-3.53520467694601,-4.785655792784
-3.39634571901958,-4.785655792784
-3.25748676109314,-4.785655792784
-3.11862780316671,-4.78585781895501
-2.97976884524028,-4.78585645838129
-2.84090988731385,-4.7859015160758
-2.70205092938741,-4.78289513340612
-2.56319197146098,-4.78209025010368
-2.42433301353455,-4.78403641618216
-2.28547405560812,-4.79380906662064
-2.14661509768168,-4.79711575366879
-2.00775613975525,-4.81274753896188
-1.86889718182882,-4.84387844184718
-1.73003822390239,-4.8741493724574
-1.59117926597595,-4.9157753976421
-1.45232030804952,-4.92830277193336
-1.31346135012309,-4.95403139416235
-1.17460239219666,-4.9774151572227
-1.03574343427022,-4.99482657576929
-0.896884476343792,-5.00647735234246
-0.758025518417359,-5.01611205132754
-0.619166560490927,-5.02866740753839
-0.480307602564495,-5.03537884918312
-0.341448644638062,-5.04104870504815
-0.202589686711629,-5.03848073660971
-0.0637307287851971,-5.03572770585006
0.0751282291412352,-5.02726193764772
0.213987187067668,-5.00642704274301
0.3528461449941,-4.98996872575569
0.491705102920533,-4.9592075477859
0.630564060846965,-4.93187334542905
0.769423018773397,-4.92118838060155
0.90828197669983,-4.90104699352009
1.04714093462626,-4.87988617183484
1.18599989255269,-4.84208314979783
1.32485885047913,-4.79977331852126
1.46371780840556,-4.74372622765245
1.60257676633199,-4.71964427906859
1.74143572425842,-4.7090265935876
1.88029468218486,-4.69719641601794
2.01915364011129,-4.69011253220607
2.15801259803772,-4.67471267810293
2.29687155596415,-4.67176452577201
2.43573051389059,-4.66675327047649
2.57458947181702,-4.65909042570795
2.71344842974345,-4.65524417975658
2.85230738766988,-4.65410054404224
2.99116634559632,-4.65342085976576
3.13002530352275,-4.65345206220645
3.26888426144918,-4.65345206220645
