"x","y"
1,-3.29697842471883
1.05478102469691,-3.29730644217974
1.10956204939382,-3.2981069668696
1.16434307409072,-3.29895494530956
1.21912409878763,-3.30443996918386
1.27390512348454,-3.3007555520705
1.32868614818145,-3.29977162480901
1.38346717287836,-3.30462285537461
1.43824819757527,-3.3160005030141
1.49302922227217,-3.31134811845639
1.54781024696908,-3.28882514604268
1.60259127166599,-3.2810748196294
1.6573722963629,-3.25398235426328
1.71215332105981,-3.20441868181
1.76693434575671,-3.15971260216708
1.82171537045362,-3.05432688230105
1.87649639515053,-3.01044291251105
1.93127741984744,-3.03820230311354
1.98605844454435,-2.94295801371992
2.04083946924125,-2.90726803034516
2.09562049393816,-2.90731229526179
2.15040151863507,-2.95364926093122
2.20518254333198,-2.99223325001491
2.25996356802889,-3.05464757970883
2.3147445927258,-3.07481579260649
2.3695256174227,-3.08184332051632
2.42430664211961,-3.11179655489481
2.47908766681652,-3.18034633055165
2.53386869151343,-3.37748173595496
2.58864971621034,-3.41280861034647
2.64343074090724,-3.46355397709767
2.69821176560415,-3.47036395115944
2.75299279030106,-3.47797346544744
2.80777381499797,-3.49384154199906
2.86255483969488,-3.49763736950287
2.91733586439179,-3.50989357590593
2.97211688908869,-3.52429496517417
3.0268979137856,-3.53371576673025
3.08167893848251,-3.55862378630344
3.13645996317942,-3.57638562189492
3.19124098787633,-3.58728924759415
3.24602201257323,-3.60424727411078
3.30080303727014,-3.60664285384568
3.35558406196705,-3.59669063413084
3.41036508666396,-3.59400597173921
3.46514611136087,-3.60352027860535
3.51992713605778,-3.60339908037646
3.57470816075468,-3.60810030008492
3.62948918545159,-3.62311889467956
3.6842702101485,-3.59166335336181
3.73905123484541,-3.56328822321613
