"x","y"
2.11180690924327,-4.49112204417367
2.46953607002894,-4.49099973112398
2.82726523081462,-4.49563653082186
3.18499439160029,-4.56603532685092
3.54272355238597,-4.60317912740758
3.90045271317164,-4.6350170423602
4.25818187395732,-4.67915067809192
4.61591103474299,-4.72337821545981
4.97364019552867,-4.75176643081749
5.33136935631434,-4.79204021645733
5.68909851710002,-4.79714844363724
6.04682767788569,-4.81318224493856
6.40455683867137,-4.86500174401972
6.76228599945704,-4.95308445827359
7.12001516024272,-4.96979452519392
7.47774432102839,-4.97357928490655
7.83547348181406,-4.98055378148194
8.19320264259974,-5.0054689063413
8.55093180338541,-5.02361964276336
8.90866096417109,-5.0325737602565
9.26639012495676,-5.03204819208987
9.62411928574244,-5.05955099431402
9.98184844652811,-5.06520053231133
10.3395776073138,-5.07854369301345
10.6973067680995,-5.06625862723794
11.0550359288851,-5.0353066163532
11.4127650896708,-4.9954501594825
11.7704942504565,-4.98818401059761
12.1282234112422,-4.91388958153161
12.4859525720278,-4.88217987889368
12.8436817328135,-4.8750525481333
13.2014108935992,-4.86149750664453
13.5591400543849,-4.85562411029158
13.9168692151705,-4.85736480800903
14.2745983759562,-4.85799515977201
14.6323275367419,-4.85636616432425
14.9900566975276,-4.85132791743868
15.3477858583132,-4.84956270806736
15.7055150190989,-4.84969198258218
16.0632441798846,-4.84838022094529
16.4209733406703,-4.84688592273069
16.7787025014559,-4.8438126934992
17.1364316622416,-4.84498958559453
17.4941608230273,-4.84323129190915
17.851889983813,-4.84085235785061
18.2096191445986,-4.83698471403509
18.5673483053843,-4.82214263209754
18.92507746617,-4.82189104015459
19.2828066269557,-4.81990196585046
19.6405357877413,-4.8046449324807
19.998264948527,-4.77956723895409
