"x","y"
1,-4.76342743540826
1.05478102469691,-4.76348906893082
1.10956204939382,-4.76439949042845
1.16434307409072,-4.7773481420118
1.21912409878763,-4.77982354966796
1.27390512348454,-4.79942609449695
1.32868614818145,-4.82529626548757
1.38346717287836,-4.88030906219883
1.43824819757527,-4.91614451042964
1.49302922227217,-4.92886645706115
1.54781024696908,-4.94441080394622
1.60259127166599,-4.95274659221734
1.6573722963629,-4.95070386370612
1.71215332105981,-4.93399312975235
1.76693434575671,-4.89620151809735
1.82171537045362,-4.8596945912319
1.87649639515053,-4.86752747559098
1.93127741984744,-4.86970129424763
1.98605844454435,-4.81789138895748
2.04083946924125,-4.69415381152621
2.09562049393816,-4.60550347478089
2.15040151863507,-4.57443851261954
2.20518254333198,-4.51613706780302
2.25996356802889,-4.301645098503
2.3147445927258,-4.24076523119575
2.3695256174227,-4.25665552759168
2.42430664211961,-4.30110565129824
2.47908766681652,-4.37657552410292
2.53386869151343,-4.48927673754838
2.58864971621034,-4.50976587521445
2.64343074090724,-4.51419773819508
2.69821176560415,-4.51675392034875
2.75299279030106,-4.52242044968437
2.80777381499797,-4.53089896634957
2.86255483969488,-4.54717335537474
2.91733586439179,-4.55592150413924
2.97211688908869,-4.55160449447579
3.0268979137856,-4.5666646825283
3.08167893848251,-4.57891710098299
3.13645996317942,-4.59250467084577
3.19124098787633,-4.59576453771854
3.24602201257323,-4.5981320286475
3.30080303727014,-4.59380877576751
3.35558406196705,-4.61568720378087
3.41036508666396,-4.61990171841969
3.46514611136087,-4.62096064908336
3.51992713605778,-4.61573261809484
3.57470816075468,-4.61521764654206
3.62948918545159,-4.61381333179261
3.6842702101485,-4.5714899737567
3.73905123484541,-4.55906200857214
