"x","y"
-5.00023864960179,-4.03466098050702
-4.88428560861158,-4.03466098050702
-4.76833256762138,-4.03466098050702
-4.65237952663117,-4.0357067485922
-4.53642648564097,-4.03573676194613
-4.42047344465076,-4.036128682648
-4.30452040366056,-4.03744576273455
-4.18856736267035,-4.03899942644708
-4.07261432168015,-4.03994735118743
-3.95666128068995,-4.04063479519697
-3.84070823969974,-4.04197831011952
-3.72475519870954,-4.04208780959167
-3.60880215771933,-4.04153403206279
-3.49284911672913,-4.04167338609232
-3.37689607573892,-4.04433142926661
-3.26094303474872,-4.04566078134286
-3.14498999375851,-4.050506379159
-3.02903695276831,-4.05732289050553
-2.9130839117781,-4.06582949252491
-2.7971308707879,-4.07130568702139
-2.68117782979769,-4.03579348648298
-2.56522478880749,-4.03883653601948
-2.44927174781729,-4.03977327146386
-2.33331870682708,-3.99846949712573
-2.21736566583688,-3.94673055878375
-2.10141262484667,-3.90659937300084
-1.98545958385647,-3.89149603240552
-1.86950654286626,-3.86064960389775
-1.75355350187606,-3.81795522630704
-1.63760046088585,-3.74937013127694
-1.52164741989565,-3.68874392037526
-1.40569437890544,-3.63025373574648
-1.28974133791524,-3.48259760520676
-1.17378829692504,-3.36729310508624
-1.05783525593483,-3.31448713348929
-0.941882214944626,-3.22689221419778
-0.825929173954422,-3.01135052757785
-0.709976132964218,-2.9065233781648
-0.594023091974012,-2.87583034115752
-0.478070050983808,-2.83276037145121
-0.362117009993604,-2.81027137915512
-0.246163969003399,-2.8037393149189
-0.130210928013194,-2.82475476567635
-0.0142578870229899,-2.85615707065868
0.101695153967214,-2.89920043797981
0.21764819495742,-2.94534873461965
0.333601235947624,-2.97282937414344
0.449554276937828,-3.02848544815313
0.565507317928033,-3.06138620473525
0.681460358918238,-3.06734269076608
0.797413399908442,-3.08301042466822
