"x","y"
1,-3.18441623823762
1.05478102469691,-3.184468027461
1.10956204939382,-3.18515368354075
1.16434307409072,-3.18556658904064
1.21912409878763,-3.1908451632642
1.27390512348454,-3.1840548194408
1.32868614818145,-3.17367944971251
1.38346717287836,-3.17751824020874
1.43824819757527,-3.19045135068218
1.49302922227217,-3.18961149731732
1.54781024696908,-3.16622618217661
1.60259127166599,-3.15154923852189
1.6573722963629,-3.13405205457599
1.71215332105981,-3.11242831151797
1.76693434575671,-3.10254344491738
1.82171537045362,-3.01645286931486
1.87649639515053,-2.99316676485602
1.93127741984744,-3.00052886801759
1.98605844454435,-2.9133737023308
2.04083946924125,-2.92650651039425
2.09562049393816,-2.92650861065459
2.15040151863507,-2.96136426541415
2.20518254333198,-2.99156237918639
2.25996356802889,-3.03667248410449
2.3147445927258,-3.06608909139317
2.3695256174227,-3.07497118776357
2.42430664211961,-3.10248109129423
2.47908766681652,-3.20799273149123
2.53386869151343,-3.43662388676224
2.58864971621034,-3.48311854658361
2.64343074090724,-3.51127660406808
2.69821176560415,-3.51492223976485
2.75299279030106,-3.53664243863121
2.80777381499797,-3.54395098676758
2.86255483969488,-3.55142490559081
2.91733586439179,-3.56700473555729
2.97211688908869,-3.58506568229736
3.0268979137856,-3.59400760316932
3.08167893848251,-3.63160050951976
3.13645996317942,-3.63919047544271
3.19124098787633,-3.64737186389653
3.24602201257323,-3.66921531461287
3.30080303727014,-3.67504628444155
3.35558406196705,-3.66901552396328
3.41036508666396,-3.67640673253063
3.46514611136087,-3.69073196188142
3.51992713605778,-3.69143144856964
3.57470816075468,-3.69738209814608
3.62948918545159,-3.71837922702632
3.6842702101485,-3.65129340940667
3.73905123484541,-3.56888019353468
