"x","y"
1,-3.31927389184323
1.05478102469691,-3.31718452362494
1.10956204939382,-3.30382770999237
1.16434307409072,-3.29617373679909
1.21912409878763,-3.28072528122374
1.27390512348454,-3.18764111878595
1.32868614818145,-3.08474585391087
1.38346717287836,-3.0621392213523
1.43824819757527,-3.011088799748
1.49302922227217,-2.98868681939621
1.54781024696908,-2.98204735628707
1.60259127166599,-2.98311446080049
1.6573722963629,-3.09680000721795
1.71215332105981,-3.15853287026749
1.76693434575671,-3.14867902967699
1.82171537045362,-3.14493037466802
1.87649639515053,-3.12020977133753
1.93127741984744,-3.13244401821973
1.98605844454435,-3.10393867030331
2.04083946924125,-3.06179731904564
2.09562049393816,-3.09488282396986
2.15040151863507,-3.15932495514989
2.20518254333198,-3.16412245644576
2.25996356802889,-3.15520352947005
2.3147445927258,-3.15672579032437
2.3695256174227,-3.16726374749328
2.42430664211961,-3.18888359637222
2.47908766681652,-3.20311461683581
2.53386869151343,-3.21174198121705
2.58864971621034,-3.23850490403883
2.64343074090724,-3.25286665184298
2.69821176560415,-3.2613104151926
2.75299279030106,-3.27115617080496
2.80777381499797,-3.2840540449381
2.86255483969488,-3.29231922486796
2.91733586439179,-3.29989275709236
2.97211688908869,-3.34196311696362
3.0268979137856,-3.40289446368697
3.08167893848251,-3.42687438833074
3.13645996317942,-3.47954494194577
3.19124098787633,-3.5118440552727
3.24602201257323,-3.52152404286636
3.30080303727014,-3.53019814361862
3.35558406196705,-3.52294213662115
3.41036508666396,-3.5167664686737
3.46514611136087,-3.56948280537259
3.51992713605778,-3.57722429545133
3.57470816075468,-3.59173716216939
3.62948918545159,-3.63801193505105
3.6842702101485,-3.66515995707782
3.73905123484541,-3.65698805766894
